"date","project","chain","address","type","impl_address","ProxyContractName","ProxyCompilerVersion","patches","prevVersions","in_scope"
"12/12/2023","scroll","etherscan.io","0x7AC440cAe8EB6328de4fA621163a792c1EA9D4fE","impl_proxy","0xd3c42158682d55e082eabe08a29f7515a97ca307","L1WETHGateway","v0.8.16+commit.07a7930e",,"0","False"
"12/12/2023","scroll","etherscan.io","0xD8A791fE2bE73eb6E6cF1eb0cb3F36adC9B3F8f9","impl_proxy","0x9218732389d80f9b8723c3f32a38865b7a63564a","L1StandardERC20Gateway","v0.8.16+commit.07a7930e",,"0","False"
"12/12/2023","scroll","etherscan.io","0xF8B1378579659D8F7EE5f3C929c2f3E332E41Fd6","impl_proxy","0xb93ac04010bd61f45bf492022a5b49a902f798f3","L1GatewayRouter","v0.8.16+commit.07a7930e",,"0","True"
"12/12/2023","scroll","etherscan.io","0x6774Bcbd5ceCeF1336b5300fb5186a12DDD8b367","impl_proxy","0xaf2f898a8680cb52766abe0588ebe6b9bfe37845","L1ScrollMessenger","v0.8.16+commit.07a7930e",,"0","False"
"12/12/2023","scroll","etherscan.io","0x72CAcBcfDe2d1e19122F8A36a4d6676cd39d7A5d","impl_proxy","0x642af405bf64660665b37977449c9c536b806318","EnforcedTxGateway","v0.8.16+commit.07a7930e",,"0","True"
"12/12/2023","scroll","etherscan.io","0xb2b10a289A229415a124EFDeF310C10cb004B6ff","impl_proxy","0xbad002fb13adffcbcba57a4d4a43886f3f4c56cb","L1CustomERC20Gateway","v0.8.16+commit.07a7930e",,"0","False"
"12/12/2023","scroll","etherscan.io","0x6260aF48e8948617b8FA17F4e5CEa2d21D21554B","impl_proxy","0xde3be7c2aa151d1e152ddfcbf0962fcdf5323dae","L1ERC721Gateway","v0.8.16+commit.07a7930e",,"0","False"
"12/12/2023","scroll","etherscan.io","0xb94f7F6ABcb811c5Ac709dE14E37590fcCd975B6","impl_proxy","0xcb4638620e4c6decef26374e71b0dd4871863593","L1ERC1155Gateway","v0.8.16+commit.07a7930e",,"0","False"
"12/12/2023","ssvnetwork","etherscan.io","0xDD9BC35aE942eF0cFa76930954a156B3fF30a4E1","impl_proxy","0x7b6c84186be89bf0f28a3b5faacfed0b4d9d1c01","SSVNetwork","v0.8.18+commit.87f61d96",,"0","False"
"12/12/2023","ssvnetwork","etherscan.io","0xafE830B6Ee262ba11cce5F32fDCd760FFE6a66e4","impl_proxy","0xe183d6eeac469b1544f19cb5a37fe6ebfc913c4e","SSVNetworkViews","v0.8.18+commit.87f61d96",,"0","False"
"12/12/2023","staderforeth","etherscan.io","0x03ABEEC03BF39ac5A5C8886cF3496326d8164E1E","impl_proxy","0x133e3cc259eaf5ddcf3684dff62965243fbb6150","VaultFactory","v0.8.16+commit.07a7930e",,"0","True"
"12/12/2023","staderforeth","etherscan.io","0x85A22763f94D703d2ee39E9374616ae4C1612569","impl_proxy","0xa2aa24e91a345b3dd8652f304390203d0e1c4d31","Auction","v0.8.16+commit.07a7930e",,"0","True"
"12/12/2023","staderforeth","etherscan.io","0xA35b1B31Ce002FBF2058D22F30f95D405200A15b","impl_proxy","0x4c22ffd479637ea0ed61d451cbe6355627283358","ETHx","v0.8.16+commit.07a7930e",,"0","True"
"12/12/2023","staderforeth","etherscan.io","0x84ffDC9De310144D889540A49052F6d1AdB2C335","impl_proxy","0x6ccabba6100be33ded45bcec21df92dba9dfe250","OperatorRewardsCollector","v0.8.16+commit.07a7930e",,"0","False"
"12/12/2023","staderforeth","etherscan.io","0x84645f1B80475992Df2C65c28bE6688d15dc6ED6","impl_proxy","0x8d80ad529f68b11c2492301ba4fb78e5a654c206","Penalty","v0.8.16+commit.07a7930e",,"0","True"
"12/12/2023","staderforeth","etherscan.io","0xaf42d795A6D279e9DCc19DC0eE1cE3ecd4ecf5dD","impl_proxy","0xf2b656b2fc829ac1450cad03dc302d680ebbc214","PermissionedNodeRegistry","v0.8.16+commit.07a7930e",,"0","True"
